Position	TITOLO	ANNO	LINK	FORMATO	LOCANDINA	LINGUA	GENERE	TRAMA	DURATA	INFO
326	The Godfather  Part II	1974	http://www.deadlyblogger.com/NewRelease/godfather2.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg	Inglese	Crime/Drama	The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.	3h22m	
327	The Godfather: Part III	1990	http://www.deadlyblogger.com/NewRelease/godfather3.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/5/55/GodfatherIII2.jpg	Inglese	Crime/Drama	In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.	2h 42m	
328	The Goonies	1985	http://www.deadlyblogger.com/NewRelease/thegoonies.mp4	mp4	https://i.ytimg.com/vi/T0Vy5qKy01E/movieposter_en.jpg	Inglese	Adventure/Comedy/Family	A group of young misfits called The Goonies discover an ancient map and set out on a quest to find a legendary pirate's long-lost treasure.	1h54m	
329	The Grandmaster	2013	http://www.deadlyblogger.com/NewRelease/grandmaster.html	mp4	https://www.fermataspettacolo.it/wp-content/uploads/2013/10/The-Grandmaster.jpg	Inglese	Action/Drama	The life portrait of lp Man, kung fu master, successor of Gong Baosen and mentor of Bruce Lee. Let's follow him from his first steps as a talented student of a Chinese martial arts school.	2h10m	
330	The Great Mouse Detective	1986	http://www.deadlyblogger.com/NewRelease/detective.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Mousedetectposter.jpg/220px-Mousedetectposter.jpg	Inglese	Animation/Adventure/Family	Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy-maker and uncovers its link to his arch-enemy, Professor Ratigan.	1h14m	
331	The Grey	2011	http://www.deadlyblogger.com/NewRelease/grey.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNDY4MTQwMzc1MV5BMl5BanBnXkFtZTcwNzcwNTM5Ng@@._V1_FMjpg_UX1000_.jpg	Inglese	Thriller/Drama	Following a plane crash, a team of workers from an oil platform in Alaska finds themselves lost in a wilderness area. In order to survive, the group must struggle against the frost and the endless expanses of snow and ice.	1h57m	
332	The Gun and the Pulpit	1974	https://archive.org/download/cco_thegunandthepulpit/ccoPublicDomainThe_Gun_and_the_Pulpit_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTJmOWVjMGItOWUwZS00NWYyLTllZDMtZDkyMmEzMjE0MDJmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg	Inglese	Western	A young gunslinger on the lam impersonates a preacher, brings hope to his parishioners and law-and-order to a town terrorized by a strongman's bunch.	1h14m	
333	The Hangover	2009	http://www.deadlyblogger.com/NewRelease/hangover1.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg	Inglese	comedy	Arrived in Las Vegas to celebrate the bachelor party of their friend Doug, during the night the group gives to the mad joy taking a colossal hangover. Upon awakening, however, something is wrong.	1h48m	
334	The Hangover 2	2011	http://www.deadlyblogger.com/NewRelease/hangover2.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTM2MTM4MzY2OV5BMl5BanBnXkFtZTcwNjQ3NzI4NA@@._V1_.jpg	Inglese	Comedy	After the catastrophic adventure of the bachelor party in Las Vegas, Phil, Stu, Alan and Doug have a new destination: Bangkok, where Stu's wedding will take place	1h42m	
335	The Hangover 3	2013	http://www.deadlyblogger.com/NewRelease/hangover3.html	mp4	https://i.ytimg.com/vi/I4WKsLX1TGw/movieposter.jpg	Inglese	Comedy/Thriller	Alan and his friends return to the city where their adventures began: Las Vegas. Sucked into a whirlpool of perdition and pitfalls, they become the protagonists of a series of hilarious gags.	1h40m	
336	The Hateful Eight	2015	http://deadlyblogger.com/NewRelease/hateful2015.mp4	mp4	https://pad.mymovies.it/filmclub/2014/07/237/locandina.jpg	Inglese	Drama/western	It stars Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, and Bruce Dern as eight strangers who seek refuge from a blizzard in a stagecoach stopover some time after the American Civil War. Tarantino announced The Hateful Eight in November 2013.	3h7m	
337	The Heat	2013	http://www.deadlyblogger.com/NewRelease/theheat.mp4	mp4	https://www.themoviedb.org/t/p/original/pF0MtvMdOZPZGY3wtBbVS1mHMo6.jpg	Inglese	Action	Punished, puritanical and a little arrogant, FBI special agent Sarah Ashburn must join forces with a policewoman to be able to fight a well-known drug trafficker. Neither has ever had a partner, or a friend.	2h3m	
338	The Hit List	2011	http://www.deadlyblogger.com/NewRelease/hitlist.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTM4ODQyNDM3Nl5BMl5BanBnXkFtZTcwNjY3MTk1NA@@._V1_.jpg	Inglese	Thriller/Action	Allan knows a man who convinces him to draw up a list of five people who would like to see death. Confession turns into something serious when they begin to disappear.	1h31m	
339	The Hobbit: An Unexpected Journey	2012	http://www.deadlyblogger.com/NewRelease/hobbit1.mp4	mp4	https://www.themoviedb.org/t/p/w500/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg	Inglese	fantasy/Adventure	Gandalf brings together thirteen dwarfs and convinces the Bilbo Baggins hobby to join the group and leave the tranquility of his village. The company embarks on a journey to Middle-earth, bringing the Dwarves back to the ancient kingdom.	3h2m	
340	The Hobbit: The Desolation of Smaug	2013	http://www.deadlyblogger.com/NewRelease/smaug2013.mp4	mp4	https://hendiokeslair.files.wordpress.com/2013/12/movies-the-hobbit-desolation-of-smaug-poster.jpg	Inglese	Drama/fantasy	Bilbo Baggins and the company must challenge Smaug, the sleeping dragon of the Lonely Mountain who guards the dwarves' treasure.	3h7m	
341	The House Bunny	2008	http://www.deadlyblogger.com/NewRelease/housebunny2014.mp4	mp4	https://flxt.tmsimg.com/assets/p175518_p_v10_aa.jpg	Inglese	Romantic	For some time in the stable of 'Playboy' bunnies, Shelley is fired to make room for a new girl. Everything changes when on her way she meets the adepts of a female brotherhood.	1h38m	
342	The Hunger Games	2012	http://www.deadlyblogger.com/NewRelease/hungergame1.mp4	mp4	https://i.pinimg.com/236x/cb/fb/19/cbfb191ae2eb2c4726a935eab1352c27--hunger-games-movies-the-hunger-games-.jpg	Inglese	Science/Thriller	In a brutal future, 24 young people are selected every year to pacipate in the Hunger Games, a violent television competition that foresees the survival of only one.	2h22m	
343	The Hunger Games: Catching Fire	2013	http://www.deadlyblogger.com/NewRelease/hungergames2.mp4	mp4	https://i.pinimg.com/originals/0d/43/8a/0d438a9cdcb0a4943e2283221d6eebe2.jpg	Inglese	Science/Thriller	Katniss Everdeen returns home unscathed after winning the latest Hunger Games with her friend Peeta. Victory, however, means changing your life and abandoning family and friends, to embark on Victor's Tour.	2h26m	
344	The Image of Bruce Lee	1978	https://archive.org/download/ImageofBruceLee/ClaCinOnl_ImageofBruceLee_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BOTM3ZWJlY2UtYTc1MC00MGUxLTg5MTktZTMwYmU2ZDMwZTYxXkEyXkFqcGdeQXVyNTA1MDgzNDE@._V1_.jpg	Inglese	action	A band of counterfeiters wants to make Hong Kong their new territory. The disgraced leader of the Special Squad will have to team-up with a group of Hong Kong police officers in an attempt to stop the dirty business of crime lord Han Tin Lung, but Han's problem not only is the interference of the Police force, his Japanese ally Kimura is not happy with his 'cut' in the counterfeit deal and will try to put Donna (a relative of Han) on his side a make Han's business his own property. Both policemen and criminals are highly trained Maal Arts fighters and they will have the chance to prove who has the best Kung Fu techniques.	1h31m	
345	The Internship	2013	http://www.deadlyblogger.com/NewRelease/internship2013.mp4	mp4	https://www.iceposter.com/thumbs/MOV_40bd4605_b.jpg	Inglese	Comedy	Two unemployed and former old school vendors decide to renew their resume and compete with young and brilliant computer minds by pacipating in a Google internship.	1h59m	
346	The Jungle Book: Return 2 the Jungle	2013	http://www.deadlyblogger.com/NewRelease/junglebook2013.mp4	mp4	http://gonewiththetwins.com/new/wp-content/uploads/2015/09/junglebook2.jpg	Inglese	Animation/Family	When Baloo gets distracted by a bee hive and gets left behind, the friends find their way home after an exciting jungle adventure in this action packed feature length film.	1h8m	
347	The Kick	2011	http://www.deadlyblogger.com/NewRelease/thekick.html	mp4	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTydj7g1G8Yrc0vBnWuWNJLcMMESzG4Cm8_qi0E159Z_VnwYAsZ	Inglese	Action	The Kick is a 2011 action film directed by Prachya Pinkaew, co-produced between South Korea and Thailand	1h45m	
348	The Last Dinosaur	1977	https://archive.org/download/TheLastDinosaur_201701/The%20Last%20Dinosaur.mp4	mp4	https://m.media-amazon.com/images/I/51BrmVf4E3L.jpg	Inglese	Action/Adventure/Sci-Fi	A wealthy big game hunter and his group become trapped in prehistoric times where they are stalked by a ferocious dinosaur.	1h46m	
349	The Last Dragon	1985	http://www.deadlyblogger.com/NewRelease/lastdragon.mp4	mp4	https://a.ltrbxd.com/resized/film-poster/4/3/4/7/1/43471-the-last-dragon-0-230-0-345-crop.jpg?k=128801d886	Inglese	Action/Comedy/Drama	In New York City, a young man searches for a Master to obtain the final level of maal arts mastery known as the Glow.	1h49m	
350	The Last Stand	2013	http://www.deadlyblogger.com/NewRelease/thestand.html	mp4	https://upload.wikimedia.org/wikipedia/en/f/f2/Last_Stand_2013.jpg	Inglese	Action/western	The sheriff of the quiet border town of Sommerton must safeguard the safety of its inhabitants when a notorious drug criminal escapes FBI custody and tries to escape to Mexico.	1h50m	
351	The Lego Movie	2014	http://www.deadlyblogger.com/NewRelease/legomovie2014.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2013/06/19/the-lego-movie-la-locandina-del-film-278473_jpg_1100x0_crop_q85.jpg	Inglese	fantasy/Action/animation	Emmet, an ordinary Lego man, is mistakenly recognized as the hero capable of stopping an imminent apocalypse. In the task he is helped by a group of unknown and unlikely companions.	1h41m	
352	The Lion King	1994	http://www.deadlyblogger.com/NewRelease/lionking.mp4	mp4	https://adeymovies.com/wp-content/uploads/2021/05/The-Lion-King-1994.jpg	Inglese	Animation/Adventure/Drama/kids	A Lion cub crown prince is tricked by a treacherous uncle into thinking he caused his father's death and flees into exile in despair, only to learn in adulthood his identity and his responsibilities.	1h28m	
353	The Little Mermaid	1989	http://www.deadlyblogger.com/NewRelease/mermaid1.mp4	mp4	https://www.themoviedb.org/t/p/w500/9nJ9rm6RwYgIggnGVy8Dej4olef.jpg	Inglese	Animation/Family/Fantasy	A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.	1h23m	
354	The Lone Ranger	2013	http://www.deadlyblogger.com/NewRelease/lone.html	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/48920.jpg	Inglese	Western/Action	A sheriff, after the death of his brother in an ambush, turns into the 'Lone Rider' to hunt down the bandits, helped by a nice Red Indian.	2h30m	
355	The Looney Looney Looney Bugs Bunny Movie	1981	https://archive.org/download/Bugs_Bunny_Collection/Bugs%20Bunny%20-%20Looney%20Bugs%20Bunny%20Movie%20(1981)%20-%20[arsenaloyal].mp4	mp4	https://flxt.tmsimg.com/assets/p568_p_v10_aa.jpg	Inglese	Animation/Comedy/Crime	Bugs Bunny hosts an award show featuring several classic Looney Toon shorts.	1h19m	
356	The Lord of the Ring - The Fellowship of the Ring	2001	http://www.deadlyblogger.com/NewRelease/fellowship1.html	mp4	https://flxt.tmsimg.com/assets/p28828_p_v10_am.jpg	Inglese	fantasy/Adventure	The Lord of the Rings - The Fellowship of the Ring is a 2001 colossal film directed by Peter Jackson. Based on the first part of the novel by J. R. R.	3h48m	
357	The Lord of the Ring - The Two towers	2002	http://www.deadlyblogger.com/NewRelease/twotowers.html	mp4	https://www.themoviedb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg	Inglese	fantasy/Adventure	A young hobbit and a diverse group of humans, a dwarf, an elf and other hobbits set out on a delicate mission, led by the powerful wizard Gandalf. They must destroy a magic ring and defeat the evil Sauron.	3h43m	
358	The Lord of the Rings - The Return of the King	2003	http://www.deadlyblogger.com/NewRelease/returnking1.html	mp4	https://static.wikia.nocookie.net/lotr/images/7/71/The-lord-of-the-rings-the-return-of-the-king-59b7d7a3775bf.jpg/revision/latest?cb=20180602180819	Inglese	fantasy/Adventure	While Frodo and Sam, accompanied by Gollum, continue their journey to Mount Doom to destroy the ring, the rest of the company rushes to the rescue of Rohan and Gondor, engaged in the battle of the Pellenor Fields.	4h11m	
359	The Lost Boys	1987	https://archive.org/download/LostBoys_201503/Lost%20Boys.mp4	mp4	https://m.media-amazon.com/images/I/510xx5YizyL._SY445_.jpg	Inglese	Mysterys/Children'ss	A woman and her children move to a California coast town inhabited by teenage punk vampires.	1h38m	
360	The Marked Ones	2014	http://www.deadlyblogger.com/NewRelease/markedones.mp4	mp4	https://media.pathe.nl/nocropthumb/620x955/gfx_content/posters/paranormalactMarkedOnes_poster2NL.jpg	Inglese	Thriller/Horror	After stealing a diary dedicated to the occult forces, a young man is possessed by malevolent forces. Family and friends try to save the young man.	1h41m	
361	The Mighty Ducks	1992	http://www.deadlyblogger.com/NewRelease/mighty1.mp4	mp4	https://m.media-amazon.com/images/M/MV5BZTc4YzQ4NTMtZjc2Yy00OWY1LWIxNGMtZTJkMmFiN2M4ZGViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg	Inglese	Comedy/Drama/Family	A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.	1h44m	
362	The Mighty Ducks 2	1994	http://www.deadlyblogger.com/NewRelease/mighty2.html	mp4	https://images.squarespace-cdn.com/content/v1/50fc7a40e4b0fa3b92229ad9/1616722836088-EKU0WF7W69FOWD8SLT70/mightyducksd2.jpg	Inglese	Sport/Family	An injured hockey player trains a junior team for the Youth Games finals.	1h47m	
363	The Mighty Ducks 3	1996	http://www.deadlyblogger.com/NewRelease/mighty3.mp4	mp4	https://www.stardust.it/uploads/img/movie/poster/9253f3ba67a16d3ce2a11fdef02c02f21555280191.jpeg	Inglese	Action/Comedy/Drama	The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team	1h44m	
364	The Million Dollar Duck	1971	http://www.deadlyblogger.com/NewRelease/dollarduck.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTczNTc0NTQwOF5BMl5BanBnXkFtZTgwMjQ4MTkwMzE@._V1_.jpg	Inglese	Comedy/Family/Sci-Fi	Professor Dooley takes home a duck from his research laboratory as a pet for his son, but soon finds out that it lays golden eggs.	1h29m	
365	The Money Pit	1986	http://www.deadlyblogger.com/NewRelease/moneypit1986.mp4	mp4	https://media.elcinema.com/uploads/_315x420_7bf9fc9fdb08ae5aa8e2987194180cd51e1736e4a1bd8d94103b01aed3103fb8.jpg	Inglese	comedy	A young couple struggles to repair a hopelessly dilapidated house.	1h31m	
366	The Mortal Instruments: City of Bones	2013	http://www.deadlyblogger.com/NewRelease/themort1.mp4	mp4	https://lh3.googleusercontent.com/proxy/c3xd1ki6vZTm2hkjFHSqBTkaiqp8ZxyQp2sRqM9y29xrN944Mk_WuB9dPGWaMJ_1ndIZc256tPUClbTCMlnOBQRgbBxkFt-lZeoB7QkZPfXe1YmtYEEZO-zBrcouuKnNN0zm-_MhE5mNahM	Inglese	Fantasy/Drama	An ordinary-life girl discovers she belongs to the Shadowhunters, shadow hunters who protect the world from evil spirits. When the mother disappears, the young woman faces her mission.	2h10m	
367	The Muppet Christmas Carol	1992	http://www.deadlyblogger.com/NewRelease/muppetcarol.mp4	mp4	https://m.media-amazon.com/images/M/MV5BN2Y0NWRkNWItZWEwNi00MDNlLWJmZDYtNTkwYzI5Nzg4MjVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg	Inglese	Comedy/Drama/Family	The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.	1h25m	
368	The Muppets Take Manhattan	1984	http://www.deadlyblogger.com/NewRelease/muppets1984.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNmFiYTU2YjEtNjcxNy00MzViLTljMGEtNWI4OTU0ZTRhZTM1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_.jpg	Inglese	Adventure/Comedy/Drama	Kermit and his friends go to New York City to get their musical on Broadway only to find it's a more difficult task than they anticipated.	1h34m	
369	The Nightmare Before Christmas	1993	http://www.deadlyblogger.com/NewRelease/nightmarebefore.mp4	mp4	https://prod-ripcut-delivery.disney-plus.net/v1/variant/disney/697126621DA703D58DBEEAC8F0EC25112A788FCD88A83DF7D90F1BEA26F58341/scale?width=1200&aspectRatio=1.78&format=jpeg	Inglese	Animation/Family/Fantasy	Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.	1h16m	
370	The Omega Man	1971	https://archive.org/download/TheOmegaMan1971/The%20Omega%20Man%201971.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/The-Omega-Man-Poster.jpg/250px-The-Omega-Man-Poster.jpg	Inglese	Action/Drama/Sci-Fi	Lone survivor, doctor Robert Neville, struggles to create a cure for the plague that wiped out most of the human race while fighting The Family, a savage luddite death cult formed by the zombie-like infected to erase the past.	1h38m	
371	The Other Guys	2010	http://www.deadlyblogger.com/NewRelease/otherguys.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMDlhZDQ5NDUtNDcwMi00MTQ5LTk1Y2UtYjNmMjgzNzNhNzU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_FMjpg_UX1000_.jpg	Inglese	Thriller/Action	Two New York investigators can finally leave the desk and go into action. The first case entrusted to them appears harmless but the agents immediately realize that it is the occasion of their life.	1h56m	
372	The Pirate Fairy	2014	http://www.deadlyblogger.com/NewRelease/tinker2014.mp4	mp4	https://static.wikia.nocookie.net/dfairies/images/d/df/Pirate_fairy_2014.jpg/revision/latest?cb=20201008231141	Inglese	animation/fantasy/Fantasy	Trilli goes in search of the blue fairy dust in an attempt to prevent Zarina's diabolical plan.	1h30m	
373	The Polar Express	2004	http://www.deadlyblogger.com/NewRelease/polarexpress2004.mp4	mp4	https://www.stardust.it/uploads/img/movie/poster/c82b7dbde88f3fba904dd6017fb711d71552864265-1000w.jpg	Inglese	Animation/Adventure/Comedy	On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.	1h40m	
374	The Proud and the Damned	1972	https://archive.org/download/TheProudAndTheDamned/ClaCinOnl_TheProudandtheDamned_512kb.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/0/00/The_Proud_and_Damned_poster.png/220px-The_Proud_and_Damned_poster.png	Inglese	Western	In 1870, five ex-Confederate soldiers get embroiled in a foreign civil war south of the border.	1h32m	
375	The Pursuit Of Happyness	2006	http://www.deadlyblogger.com/NewRelease/pursuit.html	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Poster-pursuithappyness.jpg/220px-Poster-pursuithappyness.jpg	Inglese	Drama	Chris Gardner is a single parent struggling to raise his child and try to fulfill the dream of a better and dignified life for both of us.	1h57m	
376	The Running Man	1987	http://www.deadlyblogger.com/NewRelease/runningman1987.html	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/The_Running_Man_%281987%29_poster.jpg/220px-The_Running_Man_%281987%29_poster.jpg	Inglese	Action/sci-fi	In an America ruled by a totalitarian regime, a television program stars a group of prisoners intent on gaining their freedom and avoiding a brutal death.	1h41m	
377	The Secret Garden	1993	http://www.deadlyblogger.com/NewRelease/garden1993.mp4	mp4	https://m.media-amazon.com/images/M/MV5BM2Y0NThmNDItYWY2Yi00YjYyLTgyNDYtODM5NjdlNWJjMDhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg	Inglese	Drama/Family/Fantasy	A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets.	1h41m	
378	The Shining	1980	http://www.deadlyblogger.com/NewRelease/shining.mp4	mp4	http://cultura.biografieonline.it/wp-content/uploads/2012/09/shining-locandina.jpg	Inglese	Drama/Horror	A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.	2h26m	
379	The Siege	1998	http://www.deadlyblogger.com/NewRelease/siege1.mp4	mp4	https://media.elcinema.com/uploads/_315x420_9208d1f2a9a48f3d98929d068b60bc8c99dd644e3dd9ff55d7736738d6a8f495.jpg	Inglese	Thriller/Drama	Following terrorist attacks against a Broadway theater and FBI headquarters, Anthony Hubbard teams up with CIA agent Elise Kraft to carry out investigations to target criminals as quickly as possible. The city of New York is completely blocked and General William Devereaux rises to power thanks to his racist political ideas.	1h56m	
380	The Single Moms Club	2014	http://www.deadlyblogger.com/NewRelease/singlemom.mp4	mp4	http://assets.nflxext.com/us/boxshots/hd1080/70296965.jpg	Inglese	Drama	A group of single mothers know each other because of the potential expulsion of their children from school, so they decide to form a support group to help each other overcome the challenges of life.	1h51m	
381	The Smurfs 2	2013	http://www.deadlyblogger.com/NewRelease/smurfs2.mp4	mp4	https://i.ytimg.com/vi/v-qpq1iMD1E/maxresdefault.jpg	Inglese	fantasy/Adventure/animation	The magician Gargamel is going to take possession of the blue essence of the Smurfs. To do this he makes small creatures, but his experiment needs a spell that only Smurfette knows, so he decides to kidnap her.	1h45m	
382	The Smurfs and the Magic Flute	1976	https://archive.org/download/ZippCast-863aaa7f70c097b63e1/The_Smurfs_and_the_Magic_Flute_Full_Movie_1983_American_Dub_-_1st_Version_-_Vestron_Video_VHS-863aaa7f70c097b63e1.mp4	mp4	https://images-na.ssl-images-amazon.com/images/S/pv-target-images/7617fcfe3f7d7f048225c76fe2269db5981bc9ce98dbdef752284ff89dfe2b44._RI_V_TTW_.jpg	Inglese	Animation/Comedy/Family	A villain named McCreep steals the Smurfs' magic flute, an instrument that makes people dance wildly, and uses it to rob them. The Smurf King sends out Peewit to track down the thief and retrieve the flute.	1h29m	
383	The Starving Games	2013	http://www.deadlyblogger.com/NewRelease/starving2013.mp4	mp4	https://www.themoviedb.org/t/p/original/ruw4bfm6uymSctLlrTpsih8xWvr.jpg	Inglese	Comedy/Science	A girl takes part in the notorious Starving Games and finds herself challenging Harry Potter, Sherlock Holmes and the entire Avengers team.	1h23m	
384	The Streetfighter	1974	https://archive.org/download/Streetfighter_778/StreetFighter_512kb.mp4	mp4	https://a.ltrbxd.com/resized/film-poster/2/4/1/7/5/24175-the-street-fighter-0-230-0-345-crop.jpg?k=a57ec6f518	Inglese	Action/Crime/Thriller	Tough karate master Terry Tsurugi takes it upon himself to protect a late businessman's daughter from the Yakuza.	1h31m	
385	The Taking of Pelham 123	2009	http://www.deadlyblogger.com/NewRelease/pelham123.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Taking_of_Pelham_123_%282009_film%29.jpg/220px-Taking_of_Pelham_123_%282009_film%29.jpg	Inglese	Thriller	The routine of Walter Garber, a New York City subway controller, is shaken when a train is hijacked by a gang of criminals. The man, in telephone contact with the chief of the criminals, uses his knowledge of the underground tunnels to save hostages.	1h46m	
386	The Texas Chain Massacre	1974	http://www.deadlyblogger.com/NewRelease/chainsaw2013.mp4	mp4	https://images.squarespace-cdn.com/content/v1/5b18735a3917ee20d18a2117/1533746986887-V9Q4AJ4JN3ZE1XG6E29W/TCM+fb+event+1.jpg?format=1000w	Inglese	horror	Two siblings and three of their friends en route to visit their grandfather's grave in Texas end up falling victim to a family of cannibalistic psychopaths and must survive the terrors of Leatherface and his family.	1h23m	
387	The Transporter Refueled	2015	https://archive.org/download/TheTransporterRefueled20151080pBluRayX264DTSJYK/The%20Transporter%20Refueled%202015%201080p%20BluRay%20x264%20DTS-JYK.mp4	mp4	https://images-na.ssl-images-amazon.com/images/S/pv-target-images/cd68c12b4eb488bcafc24f90081f95afc4f0cb74b6e5c173d68800705c15c9d9._RI_V_TTW_.jpg	Inglese	Action/Adventure/Thriller	In the south of France, former special-ops mercenary Frank Man enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.	1h36m	
388	The Wedding Singer	1998	http://www.deadlyblogger.com/NewRelease/wedding1998.mp4	mp4	https://m.media-amazon.com/images/M/MV5BYjM5YTQ0ZGYtMWExZi00MTFmLTg0YjUtZDcyMGNiYzE5MmNmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg	Inglese	Romantic/Music	Adam Sandler, aspiring wedding singer, is left on the altar by the betrothed. Contacted by Julie to animate his wedding, the young man falls head over heels in love.	1h36m	
389	The Wicker Man	1973	https://archive.org/download/The.Wicker.Man.1973.720p.BluRay.x264.YIFY/The.Wicker.Man.1973.720p.BluRay.x264.YIFY.mp4	mp4	https://www.ilcineocchio.it/cine/wp-content/uploads/2018/01/The-Wicker-Man-Poster.jpg	Inglese	Horror/Thriller	A puritan Police Sergeant is sent to a Scottish island village in search of a missing girl who the townsfolk claim never existed; stranger still are the pagan rites that take place there.	1h28m	
390	The Wolf of Wall Street	2013	http://www.deadlyblogger.com/NewRelease/thewolf2013.mp4	mp4	https://pad.mymovies.it/filmclub/2010/07/050/locandina.jpg	Inglese	Drama/Comedy	New York, 1980s. Excess and corruption mark the downward curve of Jordan Belfort's brilliant career, an ambitious broker who can earn thousands of dollars per minute and spend as much on drugs and futility.	3h	
391	Think Like a Man	2012	http://www.deadlyblogger.com/NewRelease/thinklike1.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_.jpg	Inglese	Romantic/Comedy	To win the hearts of their mates, four women faithfully use the advice of Steve Harvey's book.	2h3m	
392	This Is 40	2012	http://www.deadlyblogger.com/NewRelease/thisis40.mp4	mp4	https://fanart.tv/fanart/movies/89492/movieposter/this-is-40-5224084327a5e.jpg	Inglese	Romantic/Comedy	At the age of forty, Debbie and Pete see the stability of their family, but above all of their relationship, falter. Between misunderstandings, financial problems, the rebellion of their daughters and the difficult relationships with their respective fathers, the couple tries to find a way out and to change their lifestyle.	2h14m	
393	This Is the End	2013	http://www.deadlyblogger.com/NewRelease/theend.mp4	mp4	https://www.voto10.it/cinema/uploads/foto/this_is_the_end.jpg	Inglese	Fantasy/Action	Six friends are trapped in an apartment in Los Angeles while the apocalypse has arrived.	1h47m	
394	TNT Jackson	1974	https://archive.org/download/T.n.t.Jackson/MoviePowderPresentsTntJackson_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNTY2OGMwODMtNGU0Ny00OWQ0LTg5ODEtYzU4ODBiMDIyYmE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg	Inglese	Action	A young karate expert searches for her brother's killer in Hong Kong.	1h12m	
395	Toy Story of Terror	2013	http://www.deadlyblogger.com/NewRelease/storyterror.mp4	mp4	https://www.themoviedb.org/t/p/original/aNDrMDZYmcoMlJa6K3VicYeAgt1.jpg	Inglese	fantasy	Toy Story of Terror! is a Halloween animated television special written and directed by Angus MacLane, set shortly after the film Toy Story 3 and aired on the US television network ABC on October 16, 2013.	22m	
